Date,Year,RANK,Country,Region,Happiness score,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
12/31/2018,2018,112,Albania,Central and Eastern Europe,4.586,0.916,0.817,0.79,0.419,0.149,0.032
12/31/2018,2018,113,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0,0.355,0.238,0.053
12/31/2018,2018,114,Congo (Brazzaville),,4.559,0.682,0.811,0.343,0.514,0.091,0.077
12/31/2018,2018,115,Bangladesh,Southern Asia,4.5,0.532,0.85,0.579,0.58,0.153,0.144
12/31/2018,2018,116,Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.307,0.05
12/31/2018,2018,117,Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.148,0.095
12/31/2018,2018,118,Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.139,0.056
12/31/2018,2018,119,Namibia,,4.441,0.874,1.281,0.365,0.519,0.051,0.064
12/31/2018,2018,120,Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.256,0.065
12/31/2018,2018,121,Burkina Faso,,4.424,0.314,1.097,0.254,0.312,0.175,0.128
12/31/2018,2018,122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.092,0.107
12/31/2018,2018,123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.206,0.158
12/31/2018,2018,124,Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.352,0.055
12/31/2018,2018,125,Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.221,0.082
12/31/2018,2018,126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.134,0.093
12/31/2018,2018,127,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.22,0.146
12/31/2018,2018,128,Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.038,0.215
12/31/2018,2018,129,Armenia,Central and Eastern Europe,4.321,0.816,0.99,0.666,0.26,0.077,0.028
12/31/2018,2018,130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.598,0.178
12/31/2018,2018,131,Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.181,0.06
12/31/2018,2018,132,Congo (Kinshasa),,4.245,0.069,1.136,0.204,0.312,0.197,0.052
12/31/2018,2018,133,India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.172,0.093
12/31/2018,2018,134,Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.39,0.175,0.099
12/31/2018,2018,135,Uganda,Sub-Saharan Africa,4.161,0.322,1.09,0.237,0.45,0.259,0.061
12/31/2018,2018,136,Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.24,0.44,0.163,0.067
12/31/2018,2018,137,Sudan,,4.139,0.605,1.24,0.312,0.016,0.134,0.082
12/31/2018,2018,138,Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.187,0.011
12/31/2018,2018,139,Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.158,0.101
12/31/2018,2018,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.185,0.094
12/31/2018,2018,141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.116,0.112
12/31/2018,2018,142,Angola,,3.795,0.73,1.125,0.269,0,0.079,0.061
12/31/2018,2018,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.155,0.049
12/31/2018,2018,144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.132,0.099
12/31/2018,2018,145,Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.191,0.036
12/31/2018,2018,146,Botswana,Sub-Saharan Africa,3.59,1.017,1.174,0.417,0.557,0.042,0.092
12/31/2018,2018,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.21,0.08
12/31/2018,2018,148,Haiti,,3.582,0.315,0.714,0.289,0.025,0.392,0.104
12/31/2018,2018,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.206,0.03
12/31/2018,2018,150,Syria,,3.462,0.689,0.382,0.539,0.088,0.376,0.144
12/31/2018,2018,151,Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.4,0.636,0.2,0.444
12/31/2018,2018,152,Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.083,0.064
12/31/2018,2018,153,Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.27,0.097
12/31/2018,2018,154,South Sudan,,3.254,0.337,0.608,0.177,0.112,0.224,0.106
12/31/2018,2018,155,Central African Republic,,3.083,0.024,0,0.01,0.305,0.218,0.038
12/31/2018,2018,156,Burundi,,2.905,0.091,0.627,0.145,0.065,0.149,0.076
12/31/2017,2017,141,Afghanistan,Southern Asia,3.79399991,0.401477218,,0.180746779,0.10617952,0.311870933,0.06115783
12/31/2017,2017,109,Albania,Central and Eastern Europe,4.644000053,0.996192753,,0.731159747,0.381498635,0.201312944,0.039864216
12/31/2017,2017,53,Algeria,Middle East and Northern Africa,5.872000217,1.091864467,,0.617584646,0.233335808,0.069436647,0.14609611
12/31/2017,2017,140,Angola,Sub-Saharan Africa,3.795000076,0.85842818,,0.049868666,0,0.09792649,0.069720335
12/31/2017,2017,24,Argentina,Latin America and Caribbean,6.598999977,1.185295463,,0.695137084,0.494519204,0.109457061,0.059739888
12/31/2017,2017,121,Armenia,Central and Eastern Europe,4.375999928,0.900596738,,0.637524426,0.198303267,0.083488092,0.026674422
12/31/2017,2017,10,Australia,Australia and New Zealand,7.28399992,1.484414935,,0.843886793,0.601607382,0.47769925,0.30118373
12/31/2017,2017,13,Austria,Western Europe,7.006000042,1.487097263,,0.815328419,0.56776619,0.316472322,0.221060365
12/31/2017,2017,85,Azerbaijan,Central and Eastern Europe,5.234000206,1.153601766,,0.540775776,0.398155838,0.04526934,0.180987507
12/31/2017,2017,41,Bahrain,Middle East and Northern Africa,6.086999893,1.488412261,,0.653133035,0.536746919,0.172668487,0.25704217
12/31/2017,2017,110,Bangladesh,Southern Asia,4.607999802,0.586682975,,0.533241034,0.478356659,0.172255352,0.123717859
12/31/2017,2017,67,Belarus,Central and Eastern Europe,5.568999767,1.15655756,,0.637714267,0.295400262,0.155137509,0.156313822
12/31/2017,2017,17,Belgium,Western Europe,6.890999794,1.463780761,,0.818091869,0.539770722,0.231503338,0.251343131
12/31/2017,2017,50,Belize,Latin America and Caribbean,5.955999851,0.907975316,,0.450191766,0.547509372,0.240015641,0.096581072
12/31/2017,2017,143,Benin,Sub-Saharan Africa,3.657000065,0.431085408,,0.209930211,0.425962776,0.207948461,0.060929015
12/31/2017,2017,97,Bhutan,Southern Asia,5.011000156,0.885416389,,0.495879292,0.501537681,0.474054545,0.17338039
12/31/2017,2017,58,Bolivia,Latin America and Caribbean,5.822999954,0.833756566,,0.47363025,0.558732927,0.225560725,0.060477726
12/31/2017,2017,90,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016,0.982409418,,0.705186307,0.204403177,0.328867495,0
12/31/2017,2017,142,Botswana,Sub-Saharan Africa,3.766000032,1.122094154,,0.341755509,0.505196333,0.099348448,0.098583199
12/31/2017,2017,22,Brazil,Latin America and Caribbean,6.635000229,1.10735321,,0.616552353,0.437453747,0.162349895,0.111092761
12/31/2017,2017,105,Bulgaria,Central and Eastern Europe,4.714000225,1.161459088,,0.70821768,0.289231718,0.113177694,0.011051531
12/31/2017,2017,134,Burkina Faso,Sub-Saharan Africa,4.032000065,0.350227714,,0.215844259,0.324367851,0.250864685,0.120328106
12/31/2017,2017,154,Burundi,Sub-Saharan Africa,2.904999971,0.091622569,,0.151610792,0.059900753,0.204435185,0.084147945
12/31/2017,2017,129,Cambodia,Southeastern Asia,4.168000221,0.601765096,,0.429783404,0.633375823,0.385922968,0.068105951
12/31/2017,2017,107,Cameroon,Sub-Saharan Africa,4.695000172,0.564305365,,0.132892117,0.430388749,0.236298457,0.051306631
12/31/2017,2017,7,Canada,North America,7.315999985,1.479204416,,0.834557652,0.611100912,0.435539722,0.287371516
12/31/2017,2017,155,Central African Republic,,2.693000078,0,,0.018772686,0.270842046,0.280876487,0.056565076
12/31/2017,2017,137,Chad,Sub-Saharan Africa,3.936000109,0.438012987,,0.041134715,0.162342027,0.21611385,0.053581882
12/31/2017,2017,20,Chile,Latin America and Caribbean,6.65199995,1.25278461,,0.819479704,0.376895279,0.326662421,0.082287982
12/31/2017,2017,79,China,Eastern Asia,5.272999763,1.081165791,,0.741415501,0.472787708,0.028806841,0.022794275
12/31/2017,2017,36,Colombia,Latin America and Caribbean,6.356999874,1.070622325,,0.595027924,0.477487415,0.149014473,0.046668742
12/31/2017,2017,124,Congo (Brazzaville),Sub-Saharan Africa,4.290999889,0.808964252,,0.289957434,0.435025871,0.120852128,0.079618134
12/31/2017,2017,126,Congo (Kinshasa),Sub-Saharan Africa,4.28000021,0.092102349,,0.191407025,0.235961348,0.246455833,0.060241356
12/31/2017,2017,12,Costa Rica,Latin America and Caribbean,7.078999996,1.109706283,,0.759509265,0.58013165,0.214613229,0.100106589
12/31/2017,2017,77,Croatia,Central and Eastern Europe,5.293000221,1.222556233,,0.701288521,0.255772293,0.248002976,0.04310311
12/31/2017,2017,65,Cyprus,Western Europe,5.620999813,1.355938077,,0.844714701,0.355111539,0.271254301,0.041237976
12/31/2017,2017,23,Czech Republic,Central and Eastern Europe,6.609000206,1.352682352,,0.754444003,0.490946174,0.088106759,0.036872927
12/31/2017,2017,2,Denmark,Western Europe,7.521999836,1.482383013,,0.792565525,0.626006722,0.355280489,0.400770068
12/31/2017,2017,86,Dominican Republic,Latin America and Caribbean,5.230000019,1.079373837,,0.574873745,0.552589834,0.18696785,0.113945253
12/31/2017,2017,44,Ecuador,Latin America and Caribbean,6.007999897,1.000820398,,0.685636222,0.455198199,0.150112465,0.140134647
12/31/2017,2017,104,Egypt,Middle East and Northern Africa,4.735000134,0.989701807,,0.520187259,0.282110155,0.128631443,0.114381365
12/31/2017,2017,45,El Salvador,Latin America and Caribbean,6.002999783,0.909784496,,0.596018553,0.43245253,0.078257985,0.08998096
12/31/2017,2017,66,Estonia,Central and Eastern Europe,5.611000061,1.32087934,,0.695168316,0.47913143,0.098890811,0.183248922
12/31/2017,2017,119,Ethiopia,Sub-Saharan Africa,4.460000038,0.339233845,,0.353409708,0.408842742,0.31265074,0.165455714
12/31/2017,2017,5,Finland,Western Europe,7.468999863,1.443571925,,0.80915767,0.617950857,0.245482773,0.382611543
12/31/2017,2017,31,France,Western Europe,6.441999912,1.430923462,,0.844465852,0.470222116,0.129762307,0.172502428
12/31/2017,2017,118,Gabon,Sub-Saharan Africa,4.465000153,1.198210239,,0.356578588,0.312328577,0.043785378,0.076046787
12/31/2017,2017,125,Georgia,Central and Eastern Europe,4.285999775,0.950612664,,0.649546981,0.309410036,0.054008815,0.251666635
12/31/2017,2017,16,Germany,Western Europe,6.951000214,1.487923384,,0.798950732,0.562511384,0.33626917,0.276731938
12/31/2017,2017,131,Ghana,Sub-Saharan Africa,4.119999886,0.667224824,,0.295637727,0.423026294,0.256923944,0.02533637
12/31/2017,2017,87,Greece,Western Europe,5.227000237,1.289487481,,0.810198903,0.095731251,0,0.043289777
12/31/2017,2017,29,Guatemala,Latin America and Caribbean,6.453999996,0.872001946,,0.54023999,0.531310618,0.283488393,0.077223279
12/31/2017,2017,149,Guinea,Sub-Saharan Africa,3.506999969,0.24454993,,0.194129139,0.348587513,0.264815092,0.110937618
12/31/2017,2017,145,Haiti,Latin America and Caribbean,3.602999926,0.368610263,,0.27732113,0.030369857,0.489203781,0.09987215
12/31/2017,2017,91,Honduras,Latin America and Caribbean,5.181000233,0.730573118,,0.58256948,0.34807986,0.236188874,0.073345453
12/31/2017,2017,71,"Hong Kong S.A.R., China",,5.472000122,1.551674843,,0.943062425,0.490968645,0.374465793,0.293933749
12/31/2017,2017,75,Hungary,Central and Eastern Europe,5.323999882,1.286011934,,0.687763453,0.175863519,0.078401662,0.036636937
12/31/2017,2017,3,Iceland,Western Europe,7.504000187,1.48063302,,0.833552122,0.627162635,0.475540221,0.153526559
12/31/2017,2017,122,India,Southern Asia,4.315000057,0.792221248,,0.455427617,0.469987005,0.231538489,0.092226885
12/31/2017,2017,81,Indonesia,Southeastern Asia,5.262000084,0.995538592,,0.492345721,0.443323463,0.611704588,0.015317135
12/31/2017,2017,108,Iran,Middle East and Northern Africa,4.691999912,1.156873107,,0.639333189,0.249322608,0.387242913,0.048761073
12/31/2017,2017,117,Iraq,Middle East and Northern Africa,4.497000217,1.102710485,,0.50118047,0.288555533,0.199637264,0.107215755
12/31/2017,2017,15,Ireland,Western Europe,6.977000237,1.535706639,,0.809782624,0.573110342,0.427858323,0.298388153
12/31/2017,2017,11,Israel,Middle East and Northern Africa,7.212999821,1.375382423,,0.838404,0.405988604,0.330082655,0.0852421
12/31/2017,2017,48,Italy,Western Europe,5.964000225,1.395066619,,0.853144348,0.256450713,0.172789648,0.028028091
12/31/2017,2017,128,Ivory Coast,Sub-Saharan Africa,4.179999828,0.603048921,,0.04864217,0.447706193,0.20123747,0.130061775
12/31/2017,2017,76,Jamaica,Latin America and Caribbean,5.31099987,0.925579309,,0.641022384,0.474307239,0.233818337,0.055267781
12/31/2017,2017,51,Japan,Eastern Asia,5.920000076,1.416915178,,0.913475871,0.505625546,0.120572768,0.163760737
12/31/2017,2017,74,Jordan,Middle East and Northern Africa,5.335999966,0.991012394,,0.604590058,0.418421149,0.17217046,0.119803272
12/31/2017,2017,60,Kazakhstan,Central and Eastern Europe,5.818999767,1.28455627,,0.606041551,0.437454283,0.201964423,0.119282886
12/31/2017,2017,112,Kenya,Sub-Saharan Africa,4.552999973,0.560479462,,0.30998835,0.452763766,0.444860309,0.064641319
12/31/2017,2017,78,Kosovo,Central and Eastern Europe,5.278999805,0.951484382,,0.54145205,0.260287941,0.319931448,0.057471618
12/31/2017,2017,39,Kuwait,Middle East and Northern Africa,6.105000019,1.632952452,,0.632105708,0.496337593,0.228289798,0.21515955
12/31/2017,2017,98,Kyrgyzstan,Central and Eastern Europe,5.004000187,0.596220076,,0.553457797,0.454943389,0.428580374,0.039439179
12/31/2017,2017,54,Latvia,Central and Eastern Europe,5.849999905,1.260748625,,0.638566971,0.325707912,0.153074786,0.073842727
12/31/2017,2017,88,Lebanon,Middle East and Northern Africa,5.224999905,1.074987531,,0.735081077,0.288515985,0.264450759,0.03751383
12/31/2017,2017,139,Lesotho,,3.808000088,0.521021247,,0,0.390661299,0.157497272,0.11909464
12/31/2017,2017,148,Liberia,Sub-Saharan Africa,3.532999992,0.119041793,,0.229918197,0.332881182,0.266549885,0.038948249
12/31/2017,2017,68,Libya,Middle East and Northern Africa,5.525000095,1.101803064,,0.52016902,0.46573323,0.152073666,0.09261021
12/31/2017,2017,52,Lithuania,Central and Eastern Europe,5.90199995,1.314582348,,0.62894994,0.234231785,0.010164657,0.011865643
12/31/2017,2017,18,Luxembourg,Western Europe,6.862999916,1.741943598,,0.845089495,0.596627891,0.283180982,0.318834424
12/31/2017,2017,92,Macedonia,Central and Eastern Europe,5.175000191,1.064577937,,0.644948184,0.325905979,0.253760964,0.060277794
12/31/2017,2017,144,Madagascar,Sub-Saharan Africa,3.644000053,0.305808693,,0.375223309,0.189196765,0.20873253,0.067231975
12/31/2017,2017,136,Malawi,Sub-Saharan Africa,3.970000029,0.233442038,,0.315089583,0.466914654,0.28717047,0.072711654
12/31/2017,2017,42,Malaysia,Southeastern Asia,6.084000111,1.29121542,,0.618784428,0.402264982,0.41660893,0.065600708
12/31/2017,2017,127,Mali,Sub-Saharan Africa,4.190000057,0.476180494,,0.169365674,0.306613743,0.183354199,0.104970247
12/31/2017,2017,27,Malta,Western Europe,6.52699995,1.343279839,,0.821944237,0.588767052,0.574730575,0.153066069
12/31/2017,2017,123,Mauritania,Sub-Saharan Africa,4.291999817,0.648457289,,0.28534928,0.096098043,0.201870024,0.136957005
12/31/2017,2017,64,Mauritius,Sub-Saharan Africa,5.629000187,1.189395547,,0.638007462,0.491247326,0.360933751,0.042181555
12/31/2017,2017,25,Mexico,Latin America and Caribbean,6.578000069,1.153183818,,0.709978998,0.412730008,0.120990433,0.132774115
12/31/2017,2017,56,Moldova,Central and Eastern Europe,5.837999821,0.72887063,,0.589465201,0.240729049,0.208779126,0.010091286
12/31/2017,2017,100,Mongolia,Eastern Asia,4.954999924,1.027235866,,0.557783484,0.394143969,0.33846423,0.032902289
12/31/2017,2017,83,Montenegro,Central and Eastern Europe,5.236999989,1.121129036,,0.667464674,0.194989055,0.197911024,0.088174194
12/31/2017,2017,84,Morocco,Middle East and Northern Africa,5.235000134,0.878114581,,0.597710669,0.408158332,0.032209955,0.087763183
12/31/2017,2017,113,Mozambique,,4.550000191,0.23430565,,0.106654435,0.480791092,0.322228104,0.179436386
12/31/2017,2017,114,Myanmar,Southeastern Asia,4.545000076,0.36711055,,0.397522569,0.514492035,0.838075161,0.188816205
12/31/2017,2017,111,Namibia,Sub-Saharan Africa,4.573999882,0.964434326,,0.338611811,0.520303547,0.077133745,0.093146972
12/31/2017,2017,99,Nepal,Southern Asia,4.961999893,0.479820192,,0.504130781,0.440305948,0.394096166,0.072975546
12/31/2017,2017,6,Netherlands,Western Europe,7.376999855,1.503944635,,0.810696125,0.585384488,0.47048983,0.282661825
12/31/2017,2017,8,New Zealand,Australia and New Zealand,7.31400013,1.405706048,,0.816759706,0.61406213,0.500005126,0.382816702
12/31/2017,2017,43,Nicaragua,Latin America and Caribbean,6.071000099,0.737299204,,0.653095961,0.447551847,0.301674217,0.130687982
12/31/2017,2017,135,Niger,Sub-Saharan Africa,4.027999878,0.161925331,,0.268505007,0.363658696,0.228673846,0.138572946
12/31/2017,2017,95,Nigeria,Sub-Saharan Africa,5.073999882,0.783756256,,0.05691573,0.394952565,0.230947196,0.026121566
12/31/2017,2017,61,North Cyprus,Western Europe,5.809999943,1.346911311,,0.834647238,0.471203625,0.266845703,0.155353352
12/31/2017,2017,1,Norway,Western Europe,7.537000179,1.616463184,,0.796666503,0.635422587,0.362012237,0.315963835
12/31/2017,2017,80,Pakistan,Southern Asia,5.269000053,0.726883531,,0.402047783,0.235215262,0.315446019,0.124348067
12/31/2017,2017,103,Palestinian Territories,Middle East and Northern Africa,4.775000095,0.716249228,,0.565666974,0.254711062,0.114173174,0.089282602
12/31/2017,2017,30,Panama,Latin America and Caribbean,6.452000141,1.233748436,,0.706156135,0.550026834,0.210556939,0.070983924
12/31/2017,2017,70,Paraguay,Latin America and Caribbean,5.493000031,0.932537317,,0.579250693,0.473507792,0.224150658,0.091065913
12/31/2017,2017,63,Peru,Latin America and Caribbean,5.715000153,1.035225272,,0.630166113,0.450002879,0.126819715,0.047049087
12/31/2017,2017,72,Philippines,Southeastern Asia,5.429999828,0.857699215,,0.468009055,0.585214674,0.193513423,0.099331893
12/31/2017,2017,46,Poland,Central and Eastern Europe,5.97300005,1.291787863,,0.699475348,0.520342112,0.158465967,0.059307806
12/31/2017,2017,89,Portugal,Western Europe,5.195000172,1.315175295,,0.795843542,0.4984653,0.095102713,0.015869452
12/31/2017,2017,35,Qatar,Middle East and Northern Africa,6.375,1.870765686,,0.710098088,0.604130983,0.33047387,0.439299256
12/31/2017,2017,57,Romania,Central and Eastern Europe,5.824999809,1.217683911,,0.685158312,0.457003742,0.133519918,0.004387901
12/31/2017,2017,49,Russia,Central and Eastern Europe,5.962999821,1.281778097,,0.547349334,0.373783112,0.052263822,0.032962881
12/31/2017,2017,151,Rwanda,Sub-Saharan Africa,3.470999956,0.368745893,,0.326424807,0.581843853,0.252756029,0.455220014
12/31/2017,2017,37,Saudi Arabia,Middle East and Northern Africa,6.343999863,1.530623555,,0.59014833,0.449750572,0.147616014,0.273432255
12/31/2017,2017,115,Senegal,Sub-Saharan Africa,4.534999847,0.479309022,,0.409362853,0.377922267,0.183468893,0.115460448
12/31/2017,2017,73,Serbia,Central and Eastern Europe,5.394999981,1.069317579,,0.650784671,0.208715528,0.220125884,0.040903781
12/31/2017,2017,106,Sierra Leone,Sub-Saharan Africa,4.709000111,0.368420929,,0.005564754,0.318697691,0.293040901,0.071095176
12/31/2017,2017,26,Singapore,Southeastern Asia,6.572000027,1.69227767,,0.949492395,0.549840569,0.345965981,0.464307785
12/31/2017,2017,40,Slovakia,Central and Eastern Europe,6.09800005,1.325393558,,0.712732911,0.295817465,0.136544481,0.024210852
12/31/2017,2017,62,Slovenia,Central and Eastern Europe,5.757999897,1.341205955,,0.790828228,0.572575808,0.242649093,0.045128979
12/31/2017,2017,93,Somalia,Sub-Saharan Africa,5.151000023,0.022643184,,0.113989137,0.602126956,0.291631311,0.282410324
12/31/2017,2017,101,South Africa,Sub-Saharan Africa,4.828999996,1.054698706,,0.18708007,0.479246736,0.13936238,0.072509497
12/31/2017,2017,55,South Korea,Eastern Asia,5.837999821,1.401678443,,0.900214076,0.257921666,0.206674367,0.063282669
12/31/2017,2017,147,South Sudan,Sub-Saharan Africa,3.59100008,0.397248626,,0.163486004,0.147062436,0.285670817,0.116793513
12/31/2017,2017,34,Spain,Western Europe,6.402999878,1.384397864,,0.8889606,0.40878123,0.190133572,0.070914097
12/31/2017,2017,120,Sri Lanka,Southern Asia,4.440000057,1.009850144,,0.625130832,0.561213255,0.490863562,0.073653966
12/31/2017,2017,130,Sudan,Sub-Saharan Africa,4.138999939,0.659516692,,0.290920824,0.014995855,0.182317451,0.08984752
12/31/2017,2017,9,Sweden,Western Europe,7.28399992,1.494387269,,0.830875158,0.612924099,0.385399252,0.384398729
12/31/2017,2017,4,Switzerland,Western Europe,7.493999958,1.564979553,,0.858131289,0.620070577,0.290549278,0.367007285
12/31/2017,2017,152,Syria,Middle East and Northern Africa,3.461999893,0.777153134,,0.500533342,0.081539445,0.493663728,0.151347131
12/31/2017,2017,33,Taiwan Province of China,,6.421999931,1.433626533,,0.793984234,0.361466587,0.258360475,0.063829236
12/31/2017,2017,96,Tajikistan,Central and Eastern Europe,5.040999889,0.524713635,,0.529235125,0.471566707,0.248997644,0.146377146
12/31/2017,2017,153,Tanzania,Sub-Saharan Africa,3.348999977,0.511135876,,0.364509284,0.390017778,0.354256362,0.066035107
12/31/2017,2017,32,Thailand,Southeastern Asia,6.423999786,1.127868772,,0.647239029,0.580200732,0.57212311,0.031612735
12/31/2017,2017,150,Togo,Sub-Saharan Africa,3.494999886,0.305444717,,0.247105569,0.380426139,0.196896151,0.095665015
12/31/2017,2017,38,Trinidad and Tobago,Latin America and Caribbean,6.168000221,1.361355901,,0.519983292,0.518630743,0.325296462,0.008964816
12/31/2017,2017,102,Tunisia,Middle East and Northern Africa,4.804999828,1.007265806,,0.613212049,0.28968069,0.049693357,0.086723149
12/31/2017,2017,69,Turkey,Middle East and Northern Africa,5.5,1.198274374,,0.637605608,0.3007406,0.046693042,0.09967158
12/31/2017,2017,59,Turkmenistan,Central and Eastern Europe,5.822000027,1.130776763,,0.43772608,0.418271929,0.249924988,0.25927034
12/31/2017,2017,133,Uganda,Sub-Saharan Africa,4.080999851,0.381430715,,0.217632607,0.443185955,0.325766057,0.057069719
12/31/2017,2017,132,Ukraine,Central and Eastern Europe,4.096000195,0.894651949,,0.575903952,0.122974776,0.270061463,0.023029471
12/31/2017,2017,21,United Arab Emirates,Middle East and Northern Africa,6.647999763,1.626343369,,0.726798236,0.60834527,0.360941947,0.324489564
12/31/2017,2017,19,United Kingdom,Western Europe,6.714000225,1.44163394,,0.805335939,0.508190036,0.492774159,0.265428066
12/31/2017,2017,14,United States of America,North America,6.993000031,1.546259284,,0.774286628,0.505740523,0.392578781,0.135638788
12/31/2017,2017,28,Uruguay,Latin America and Caribbean,6.453999996,1.217559695,,0.719216824,0.579392254,0.175096929,0.178061873
12/31/2017,2017,47,Uzbekistan,Central and Eastern Europe,5.971000195,0.786441088,,0.498272628,0.658248663,0.415983647,0.246528223
12/31/2017,2017,82,Venezuela,Latin America and Caribbean,5.25,1.128431201,,0.617144227,0.153997123,0.06501963,0.064491123
12/31/2017,2017,94,Vietnam,Southeastern Asia,5.073999882,0.788547575,,0.652168989,0.571055591,0.234968051,0.087633237
12/31/2017,2017,146,Yemen,Middle East and Northern Africa,3.592999935,0.591683447,,0.310080916,0.249463722,0.104125209,0.056767423
12/31/2017,2017,116,Zambia,Sub-Saharan Africa,4.513999939,0.636406779,,0.257835895,0.461603492,0.249580145,0.07821355
12/31/2017,2017,138,Zimbabwe,Sub-Saharan Africa,3.875,0.375846535,,0.196763754,0.336384207,0.189143494,0.095375381
12/31/2016,2016,1,Denmark,Western Europe,7.526,1.44178,,0.79504,0.57941,0.44453,0.36171
12/31/2016,2016,2,Switzerland,Western Europe,7.509,1.52733,,0.86303,0.58557,0.41203,0.28083
12/31/2016,2016,3,Iceland,Western Europe,7.501,1.42666,,0.86733,0.56624,0.14975,0.47678
12/31/2016,2016,4,Norway,Western Europe,7.498,1.57744,,0.79579,0.59609,0.35776,0.37895
12/31/2016,2016,5,Finland,Western Europe,7.413,1.40598,,0.81091,0.57104,0.41004,0.25492
12/31/2016,2016,6,Canada,North America,7.404,1.44015,,0.8276,0.5737,0.31329,0.44834
12/31/2016,2016,7,Netherlands,Western Europe,7.339,1.46468,,0.81231,0.55211,0.29927,0.47416
12/31/2016,2016,8,New Zealand,Australia and New Zealand,7.334,1.36066,,0.83096,0.58147,0.41904,0.49401
12/31/2016,2016,9,Australia,Australia and New Zealand,7.313,1.44443,,0.8512,0.56837,0.32331,0.47407
12/31/2016,2016,10,Sweden,Western Europe,7.291,1.45181,,0.83121,0.58218,0.40867,0.38254
12/31/2016,2016,11,Israel,Middle East and Northern Africa,7.267,1.33766,,0.84917,0.36432,0.08728,0.32288
12/31/2016,2016,12,Austria,Western Europe,7.119,1.45038,,0.80565,0.54355,0.21348,0.32865
12/31/2016,2016,13,United States of America,North America,7.104,1.50796,,0.779,0.48163,0.14868,0.41077
12/31/2016,2016,14,Costa Rica,Latin America and Caribbean,7.087,1.06879,,0.76146,0.55225,0.10547,0.22553
12/31/2016,2016,15,Puerto Rico,Latin America and Caribbean,7.039,1.35943,,0.77758,0.46823,0.12275,0.22202
12/31/2016,2016,16,Germany,Western Europe,6.994,1.44787,,0.81487,0.53466,0.28551,0.30452
12/31/2016,2016,17,Brazil,Latin America and Caribbean,6.952,1.08754,,0.61415,0.40425,0.14166,0.15776
12/31/2016,2016,18,Belgium,Western Europe,6.929,1.42539,,0.81959,0.51354,0.26248,0.2424
12/31/2016,2016,19,Ireland,Western Europe,6.907,1.48341,,0.81455,0.54008,0.29754,0.44963
12/31/2016,2016,20,Luxembourg,Western Europe,6.871,1.69752,,0.84542,0.5487,0.35329,0.27571
12/31/2016,2016,21,Mexico,Latin America and Caribbean,6.778,1.11508,,0.71143,0.37709,0.18355,0.11735
12/31/2016,2016,22,Singapore,Southeastern Asia,6.739,1.64555,,0.94719,0.4877,0.46987,0.32706
12/31/2016,2016,23,United Kingdom,Western Europe,6.725,1.40283,,0.80991,0.50036,0.27399,0.50156
12/31/2016,2016,24,Chile,Latin America and Caribbean,6.705,1.2167,,0.81883,0.37789,0.11451,0.31595
12/31/2016,2016,25,Panama,Latin America and Caribbean,6.701,1.18306,,0.70835,0.48927,0.08423,0.2418
12/31/2016,2016,26,Argentina,Latin America and Caribbean,6.65,1.15137,,0.69711,0.42284,0.07296,0.10989
